suggestion_id;category;name;size;sweetness_pct;ice_pct;temperature;toppings;dairy;price_vnd;calories_kcal;caffeine_level;vegan;lactose_free;time_of_day;weather_tag;mood_tag;season;tags;rating_pred;created_at;description_vn
2616;Trà sữa;Trà sữa táo caramen;M;30;70;Lạnh;;Sữa không lactose;37000;299;Thấp;FALSE;TRUE;Tối;Se lạnh;Thư giãn;Hạ;trái_cây;3.41;10/11/2025 12:26;Trà sữa táo caramen, size M, 30% đường, 70% đá. Phù hợp se lạnh • Thư giãn.
2617;Trà sữa;Trà sữa sen kem trứng;L;0;0;Nóng;;Sữa tươi;42000;260;Thấp;FALSE;FALSE;Tối;Mưa;Giải khát;Xuân;trái_cây;4.66;10/11/2025 12:26;Trà sữa sen kem trứng, size L, 0% đường, 0% đá. Phù hợp mưa • Giải khát.
2618;Cà phê;Cold brew cam sả;M;70;0;Nóng;Pudding trứng, Thạch đào;Sữa tươi;39000;140;Cao;FALSE;FALSE;Tối;Mưa;Năng lượng;Đông;trái_cây, cafein_cao;4.11;10/11/2025 12:26;Cold brew cam sả, size M, 70% đường, 0% đá. Phù hợp mưa • Năng lượng.
2619;Soda;Soda táo;M;70;50;Lạnh;;Sữa yến mạch;31000;170;Thấp;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Xuân;trái_cây;4.6;10/11/2025 12:26;Soda táo, size M, 70% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2620;Trà sữa;Trà sữa vải kem cheese;S;30;0;Lạnh;Thạch nha đam, Dừa khô;Không sữa;41000;310;Trung bình;TRUE;TRUE;Chiều;Bình thường;Thư giãn;Thu;kem_cheese, trái_cây;3.59;10/11/2025 12:26;Trà sữa vải kem cheese, size S, 30% đường, 0% đá. Phù hợp bình thường • Thư giãn.
2621;Soda;Soda dâu;L;70;0;Lạnh;;Sữa tươi;36000;189;Thấp;FALSE;FALSE;Sáng;Mưa;Tập trung;Đông;trái_cây;4.69;10/11/2025 12:26;Soda dâu, size L, 70% đường, 0% đá. Phù hợp mưa • Tập trung.
2622;Soda;Soda táo;L;50;100;Lạnh;Kem cheese;Sữa tươi;45000;201;Thấp;FALSE;FALSE;Sáng;Se lạnh;Thư giãn;Xuân;trái_cây;4.47;10/11/2025 12:26;Soda táo, size L, 50% đường, 100% đá. Phù hợp se lạnh • Thư giãn.
2623;Trà sữa;Trà sữa táo nướng;M;100;0;Lạnh;Kem cheese;Sữa hạnh nhân;46000;403;Trung bình;FALSE;FALSE;Trưa;Bình thường;Năng lượng;Đông;trái_cây;3.66;10/11/2025 12:26;Trà sữa táo nướng, size M, 100% đường, 0% đá. Phù hợp bình thường • Năng lượng.
2624;Trà sữa;Trà sữa nho đen kem cheese;L;100;100;Nóng;;Không sữa;45000;312;Thấp;TRUE;TRUE;Tối;Nắng nóng;Thư giãn;Thu;kem_cheese, trái_cây;4.88;10/11/2025 12:26;Trà sữa nho đen kem cheese, size L, 100% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
2625;Trà sữa;Trà ô long kem cheese kem trứng;M;30;0;Lạnh;;Sữa không lactose;43000;299;Trung bình;FALSE;TRUE;Trưa;Bình thường;Năng lượng;Đông;kem_cheese;4.08;10/11/2025 12:26;Trà ô long kem cheese kem trứng, size M, 30% đường, 0% đá. Phù hợp bình thường • Năng lượng.
2626;Trà sữa;Trà sữa thanh long;L;30;0;Nóng;Hạnh nhân lát;Sữa yến mạch;45000;309;Thấp;TRUE;TRUE;Tối;Nắng nóng;Thư giãn;Đông;trái_cây;3.89;10/11/2025 12:26;Trà sữa thanh long, size L, 30% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
2627;Cà phê;Cold brew;M;100;100;Lạnh;Pudding trứng;Sữa đậu nành;36000;124;Cao;FALSE;TRUE;Trưa;Mưa;Tập trung;Xuân;cafein_cao;3.89;10/11/2025 12:26;Cold brew, size M, 100% đường, 100% đá. Phù hợp mưa • Tập trung.
2628;Cà phê;Cold brew;M;70;70;Nóng;Thạch đào;Sữa hạnh nhân;36000;111;Cao;TRUE;TRUE;Sáng;Bình thường;Năng lượng;Đông;cafein_cao;4.02;10/11/2025 12:26;Cold brew, size M, 70% đường, 70% đá. Phù hợp bình thường • Năng lượng.
2629;Cà phê;Bạc xỉu;M;30;30;Nóng;;Sữa yến mạch;33000;82;Cao;TRUE;TRUE;Chiều;Se lạnh;Tập trung;Hạ;cafein_cao;4.24;10/11/2025 12:26;Bạc xỉu, size M, 30% đường, 30% đá. Phù hợp se lạnh • Tập trung.
2630;Sữa chua;Sữa chua dâu;M;50;30;Nóng;Sương sáo, Hạnh nhân lát;Sữa đậu nành;41000;321;Thấp;TRUE;TRUE;Tối;Bình thường;Tập trung;Hạ;trái_cây;4.78;10/11/2025 12:26;Sữa chua dâu, size M, 50% đường, 30% đá. Phù hợp bình thường • Tập trung.
2631;Sữa chua;Sữa chua nha đam;M;50;0;Lạnh;Bánh flan, Trân châu hoàng kim;Sữa yến mạch;41000;321;Thấp;FALSE;FALSE;Chiều;Bình thường;Giải khát;Hạ;;3.61;10/11/2025 12:26;Sữa chua nha đam, size M, 50% đường, 0% đá. Phù hợp bình thường • Giải khát.
2632;Trà trái cây;Trà ổi hồng;L;70;0;Lạnh;Thạch nha đam;Không sữa;35000;149;Thấp;TRUE;TRUE;Tối;Nắng nóng;Giải khát;Đông;trái_cây;3.56;10/11/2025 12:26;Trà ổi hồng, size L, 70% đường, 0% đá. Phù hợp nắng nóng • Giải khát.
2633;Cà phê;Cold brew cam sả;M;0;100;Nóng;Hạnh nhân lát;Không sữa;33000;73;Cao;TRUE;TRUE;Sáng;Mưa;Tập trung;Hạ;trái_cây, cafein_cao;4.79;10/11/2025 12:26;Cold brew cam sả, size M, 0% đường, 100% đá. Phù hợp mưa • Tập trung.
2634;Soda;Soda dâu;M;100;0;Lạnh;Pudding trứng, Trân châu đen;Sữa đậu nành;37000;245;Thấp;FALSE;TRUE;Tối;Bình thường;Giải khát;Hạ;trái_cây;4.06;10/11/2025 12:26;Soda dâu, size M, 100% đường, 0% đá. Phù hợp bình thường • Giải khát.
2635;Trà sữa;Trà sữa quýt kem cheese;M;30;70;Nóng;Trân châu đen;Sữa hạnh nhân;46000;309;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Thu;kem_cheese, trái_cây;4.14;10/11/2025 12:26;Trà sữa quýt kem cheese, size M, 30% đường, 70% đá. Phù hợp se lạnh • Giải khát.
2636;Cà phê;Cà phê muối;M;70;70;Lạnh;;Sữa hạnh nhân;33000;97;Cao;TRUE;TRUE;Tối;Mưa;Thư giãn;Xuân;cafein_cao;3.99;10/11/2025 12:26;Cà phê muối, size M, 70% đường, 70% đá. Phù hợp mưa • Thư giãn.
2637;Soda;Soda cam;S;50;50;Lạnh;Dừa khô, Trân châu sợi;Sữa đậu nành;32000;204;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Năng lượng;Đông;trái_cây;4.2;10/11/2025 12:26;Soda cam, size S, 50% đường, 50% đá. Phù hợp nắng nóng • Năng lượng.
2638;Trà sữa;Trà sữa thanh long kem cheese;S;100;30;Nóng;Kem cheese, Pudding trứng;Sữa không lactose;44000;507;Trung bình;FALSE;FALSE;Tối;Nắng nóng;Tập trung;Thu;kem_cheese, trái_cây;4.17;10/11/2025 12:26;Trà sữa thanh long kem cheese, size S, 100% đường, 30% đá. Phù hợp nắng nóng • Tập trung.
2639;Cà phê;Cà phê sữa đá;L;50;70;Lạnh;Bánh flan, Hạnh nhân lát;Sữa đậu nành;44000;117;Cao;FALSE;FALSE;Sáng;Nắng nóng;Tập trung;Xuân;cafein_cao;4.77;10/11/2025 12:26;Cà phê sữa đá, size L, 50% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
2640;Soda;Soda việt quất;L;0;70;Lạnh;;Sữa yến mạch;36000;126;Thấp;TRUE;TRUE;Chiều;Bình thường;Giải khát;Hạ;;4.35;10/11/2025 12:26;Soda việt quất, size L, 0% đường, 70% đá. Phù hợp bình thường • Giải khát.
2641;Soda;Soda chanh;M;70;100;Lạnh;;Không sữa;28000;151;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Thư giãn;Xuân;trái_cây;4.26;10/11/2025 12:26;Soda chanh, size M, 70% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
2642;Cà phê;Cold brew;M;0;100;Lạnh;;Không sữa;30000;64;Cao;TRUE;TRUE;Sáng;Se lạnh;Năng lượng;Hạ;cafein_cao;4.8;10/11/2025 12:26;Cold brew, size M, 0% đường, 100% đá. Phù hợp se lạnh • Năng lượng.
2643;Sữa chua;Sữa chua dâu;M;30;50;Lạnh;;Không sữa;32000;202;Thấp;TRUE;TRUE;Trưa;Se lạnh;Năng lượng;Xuân;trái_cây;4.27;10/11/2025 12:26;Sữa chua dâu, size M, 30% đường, 50% đá. Phù hợp se lạnh • Năng lượng.
2644;Trà trái cây;Trà dưa lưới tươi;M;70;100;Lạnh;Thạch đào, Pudding trứng;Sữa tươi;36000;210;Trung bình;FALSE;FALSE;Tối;Bình thường;Giải khát;Đông;trái_cây;3.45;10/11/2025 12:26;Trà dưa lưới tươi, size M, 70% đường, 100% đá. Phù hợp bình thường • Giải khát.
2645;Soda;Soda chanh;L;100;100;Lạnh;Trân châu hoàng kim, Thạch đào;Sữa yến mạch;42000;245;Thấp;TRUE;TRUE;Sáng;Mưa;Giải khát;Hạ;trái_cây;4.2;10/11/2025 12:26;Soda chanh, size L, 100% đường, 100% đá. Phù hợp mưa • Giải khát.
2646;Cà phê;Espresso;L;30;0;Lạnh;Kem cheese;Không sữa;44000;10;Cao;FALSE;FALSE;Trưa;Mưa;Giải khát;Xuân;cafein_cao;3.67;10/11/2025 12:26;Espresso, size L, 30% đường, 0% đá. Phù hợp mưa • Giải khát.
2647;Đá xay;Socola đá xay;M;0;70;Lạnh;;Sữa yến mạch;45000;288;Thấp;TRUE;TRUE;Sáng;Se lạnh;Tập trung;Hạ;;3.73;10/11/2025 12:26;Socola đá xay, size M, 0% đường, 70% đá. Phù hợp se lạnh • Tập trung.
2648;Trà sữa;Trà sữa sen nướng;M;70;70;Nóng;Bánh flan;Không sữa;37000;322;Thấp;FALSE;FALSE;Sáng;Mưa;Tập trung;Hạ;trái_cây;4.2;10/11/2025 12:26;Trà sữa sen nướng, size M, 70% đường, 70% đá. Phù hợp mưa • Tập trung.
2649;Đá xay;Cookies đá xay;L;50;0;Lạnh;;Sữa tươi;50000;400;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Thư giãn;Đông;;3.42;10/11/2025 12:26;Cookies đá xay, size L, 50% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
2650;Đá xay;Cà phê dừa đá xay;M;0;100;Lạnh;Pudding trứng, Thạch nha đam;Sữa đậu nành;51000;374;Thấp;FALSE;TRUE;Trưa;Bình thường;Năng lượng;Thu;;4.53;10/11/2025 12:26;Cà phê dừa đá xay, size M, 0% đường, 100% đá. Phù hợp bình thường • Năng lượng.
2651;Đá xay;Matcha đá xay;S;70;50;Lạnh;Kem cheese;Sữa đậu nành;49000;447;Trung bình;FALSE;FALSE;Chiều;Se lạnh;Tập trung;Thu;matcha;3.87;10/11/2025 12:26;Matcha đá xay, size S, 70% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2652;Đá xay;Cookies đá xay;L;50;70;Lạnh;Thạch nha đam, Trân châu sợi;Sữa tươi;56000;520;Thấp;FALSE;FALSE;Chiều;Mưa;Giải khát;Xuân;;4.46;10/11/2025 12:26;Cookies đá xay, size L, 50% đường, 70% đá. Phù hợp mưa • Giải khát.
2653;Sữa chua;Sữa chua dâu;L;0;0;Nóng;Hạnh nhân lát, Thạch đào;Sữa tươi;46000;286;Thấp;FALSE;FALSE;Chiều;Nắng nóng;Năng lượng;Đông;trái_cây;4.04;10/11/2025 12:26;Sữa chua dâu, size L, 0% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
2654;Soda;Soda chanh;M;0;50;Lạnh;;Sữa đậu nành;31000;126;Thấp;TRUE;TRUE;Sáng;Mưa;Thư giãn;Xuân;trái_cây;4.69;10/11/2025 12:26;Soda chanh, size M, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
2655;Trà trái cây;Trà cam mật ong;L;30;70;Nóng;Kem cheese;Không sữa;41000;126;Thấp;FALSE;FALSE;Chiều;Se lạnh;Giải khát;Hạ;trái_cây;4.43;10/11/2025 12:26;Trà cam mật ong, size L, 30% đường, 70% đá. Phù hợp se lạnh • Giải khát.
2656;Trà trái cây;Trà dâu;L;50;30;Nóng;Hạnh nhân lát, Trân châu đen;Sữa yến mạch;41000;175;Thấp;TRUE;TRUE;Chiều;Se lạnh;Giải khát;Hạ;trái_cây;4.0;10/11/2025 12:26;Trà dâu, size L, 50% đường, 30% đá. Phù hợp se lạnh • Giải khát.
2657;Sữa chua;Sữa chua thạch trái cây;S;30;30;Nóng;Thạch phô mai, Pudding trứng;Sữa đậu nành;36000;296;Thấp;FALSE;FALSE;Sáng;Bình thường;Tập trung;Đông;;4.56;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 30% đường, 30% đá. Phù hợp bình thường • Tập trung.
2658;Soda;Soda táo;M;70;100;Lạnh;Thạch phô mai, Thạch nha đam;Sữa đậu nành;37000;221;Thấp;FALSE;FALSE;Tối;Mưa;Thư giãn;Đông;trái_cây;3.44;10/11/2025 12:26;Soda táo, size M, 70% đường, 100% đá. Phù hợp mưa • Thư giãn.
2659;Soda;Soda cam;M;50;70;Lạnh;Hạnh nhân lát;Sữa tươi;34000;201;Thấp;FALSE;FALSE;Tối;Nắng nóng;Thư giãn;Xuân;trái_cây;4.59;10/11/2025 12:26;Soda cam, size M, 50% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
2660;Trà trái cây;Trà cam bưởi;L;0;30;Lạnh;;Không sữa;32000;96;Trung bình;TRUE;TRUE;Trưa;Se lạnh;Thư giãn;Thu;trái_cây;4.7;10/11/2025 12:26;Trà cam bưởi, size L, 0% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
2661;Trà sữa;Trà sữa ổi hồng kem trứng;M;100;100;Lạnh;;Sữa yến mạch;37000;351;Thấp;TRUE;TRUE;Sáng;Se lạnh;Tập trung;Xuân;trái_cây;4.74;10/11/2025 12:26;Trà sữa ổi hồng kem trứng, size M, 100% đường, 100% đá. Phù hợp se lạnh • Tập trung.
2662;Cà phê;Cappuccino;M;30;30;Lạnh;Thạch đào;Sữa không lactose;36000;105;Cao;FALSE;TRUE;Chiều;Nắng nóng;Năng lượng;Đông;cafein_cao;4.27;10/11/2025 12:26;Cappuccino, size M, 30% đường, 30% đá. Phù hợp nắng nóng • Năng lượng.
2663;Sữa chua;Sữa chua nha đam;M;0;70;Nóng;Trân châu hoàng kim;Sữa tươi;38000;252;Thấp;FALSE;FALSE;Trưa;Se lạnh;Tập trung;Đông;;3.66;10/11/2025 12:26;Sữa chua nha đam, size M, 0% đường, 70% đá. Phù hợp se lạnh • Tập trung.
2664;Sữa chua;Sữa chua nha đam;L;50;70;Nóng;Thạch đào, Thạch nha đam;Sữa đậu nành;46000;321;Thấp;TRUE;TRUE;Tối;Nắng nóng;Thư giãn;Hạ;;3.43;10/11/2025 12:26;Sữa chua nha đam, size L, 50% đường, 70% đá. Phù hợp nắng nóng • Thư giãn.
2665;Trà trái cây;Trà quýt;L;50;70;Nóng;Trân châu sợi, Thạch đào;Sữa đậu nành;41000;175;Thấp;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Hạ;trái_cây;3.42;10/11/2025 12:26;Trà quýt, size L, 50% đường, 70% đá. Phù hợp bình thường • Thư giãn.
2666;Sữa chua;Sữa chua dâu;M;0;70;Lạnh;Pudding trứng, Dừa khô;Không sữa;38000;228;Thấp;FALSE;TRUE;Trưa;Mưa;Giải khát;Thu;trái_cây;4.31;10/11/2025 12:26;Sữa chua dâu, size M, 0% đường, 70% đá. Phù hợp mưa • Giải khát.
2667;Sữa chua;Sữa chua dâu;L;70;50;Lạnh;Kem cheese;Sữa tươi;49000;341;Thấp;FALSE;FALSE;Chiều;Mưa;Tập trung;Hạ;trái_cây;4.81;10/11/2025 12:26;Sữa chua dâu, size L, 70% đường, 50% đá. Phù hợp mưa • Tập trung.
2668;Trà sữa;Trà sữa chanh dây caramen;L;70;30;Lạnh;Sương sáo;Sữa không lactose;45000;403;Trung bình;FALSE;TRUE;Sáng;Se lạnh;Tập trung;Thu;trái_cây;4.08;10/11/2025 12:26;Trà sữa chanh dây caramen, size L, 70% đường, 30% đá. Phù hợp se lạnh • Tập trung.
2669;Đá xay;Socola đá xay;S;100;50;Lạnh;;Không sữa;37000;384;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Xuân;;3.45;10/11/2025 12:26;Socola đá xay, size S, 100% đường, 50% đá. Phù hợp se lạnh • Giải khát.
2670;Soda;Soda chanh;L;0;30;Lạnh;Trân châu đen, Thạch nha đam;Sữa đậu nành;42000;163;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Giải khát;Thu;trái_cây;4.32;10/11/2025 12:26;Soda chanh, size L, 0% đường, 30% đá. Phù hợp nắng nóng • Giải khát.
2671;Cà phê;Cà phê muối;M;100;0;Nóng;Pudding trứng, Thạch nha đam;Sữa không lactose;39000;156;Cao;FALSE;TRUE;Sáng;Nắng nóng;Giải khát;Đông;cafein_cao;4.34;10/11/2025 12:26;Cà phê muối, size M, 100% đường, 0% đá. Phù hợp nắng nóng • Giải khát.
2672;Sữa chua;Sữa chua thạch trái cây;M;70;30;Lạnh;Kem cheese, Sương sáo;Không sữa;44000;308;Thấp;FALSE;FALSE;Trưa;Se lạnh;Thư giãn;Hạ;;4.56;10/11/2025 12:26;Sữa chua thạch trái cây, size M, 70% đường, 30% đá. Phù hợp se lạnh • Thư giãn.
2673;Sữa chua;Sữa chua xoài;M;50;0;Nóng;;Không sữa;32000;220;Thấp;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Thu;trái_cây;3.44;10/11/2025 12:26;Sữa chua xoài, size M, 50% đường, 0% đá. Phù hợp bình thường • Thư giãn.
2674;Trà trái cây;Trà đào;L;0;70;Nóng;Thạch nha đam;Sữa yến mạch;38000;124;Thấp;TRUE;TRUE;Trưa;Mưa;Tập trung;Đông;trái_cây;4.55;10/11/2025 12:26;Trà đào, size L, 0% đường, 70% đá. Phù hợp mưa • Tập trung.
2675;Cà phê;Latte;M;50;0;Lạnh;Dừa khô;Sữa đậu nành;36000;103;Cao;TRUE;TRUE;Trưa;Se lạnh;Thư giãn;Hạ;cafein_cao;3.41;10/11/2025 12:26;Latte, size M, 50% đường, 0% đá. Phù hợp se lạnh • Thư giãn.
2676;Trà trái cây;Trà cam sả;S;100;100;Nóng;;Sữa đậu nành;25000;162;Trung bình;TRUE;TRUE;Sáng;Nắng nóng;Thư giãn;Đông;trái_cây;4.31;10/11/2025 12:26;Trà cam sả, size S, 100% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
2677;Trà trái cây;Trà đào cam sả;L;0;70;Lạnh;Pudding trứng, Thạch nha đam;Không sữa;38000;124;Thấp;FALSE;TRUE;Chiều;Mưa;Tập trung;Hạ;trái_cây;4.63;10/11/2025 12:26;Trà đào cam sả, size L, 0% đường, 70% đá. Phù hợp mưa • Tập trung.
2678;Soda;Soda dâu;M;30;70;Lạnh;;Sữa đậu nành;31000;144;Thấp;TRUE;TRUE;Trưa;Mưa;Thư giãn;Thu;trái_cây;3.84;10/11/2025 12:26;Soda dâu, size M, 30% đường, 70% đá. Phù hợp mưa • Thư giãn.
2679;Soda;Soda dâu;M;70;50;Lạnh;;Sữa yến mạch;31000;170;Thấp;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Hạ;trái_cây;3.74;10/11/2025 12:26;Soda dâu, size M, 70% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2680;Trà sữa;Trà sữa tắc phô mai;S;100;70;Lạnh;Bánh flan, Trân châu sợi;Sữa tươi;38000;507;Trung bình;FALSE;FALSE;Sáng;Se lạnh;Tập trung;Thu;trái_cây;4.81;10/11/2025 12:26;Trà sữa tắc phô mai, size S, 100% đường, 70% đá. Phù hợp se lạnh • Tập trung.
2681;Sữa chua;Sữa chua nha đam;M;50;100;Lạnh;Trân châu hoàng kim, Dừa khô;Sữa tươi;41000;357;Thấp;FALSE;FALSE;Trưa;Bình thường;Giải khát;Hạ;;3.56;10/11/2025 12:26;Sữa chua nha đam, size M, 50% đường, 100% đá. Phù hợp bình thường • Giải khát.
2682;Sữa chua;Sữa chua việt quất;M;50;50;Nóng;Thạch đào;Không sữa;35000;252;Thấp;TRUE;TRUE;Sáng;Bình thường;Tập trung;Đông;;4.81;10/11/2025 12:26;Sữa chua việt quất, size M, 50% đường, 50% đá. Phù hợp bình thường • Tập trung.
2683;Soda;Soda việt quất;S;50;50;Lạnh;;Sữa yến mạch;26000;157;Thấp;TRUE;TRUE;Tối;Se lạnh;Giải khát;Hạ;;4.12;10/11/2025 12:26;Soda việt quất, size S, 50% đường, 50% đá. Phù hợp se lạnh • Giải khát.
2684;Cà phê;Cold brew;M;70;0;Nóng;;Sữa hạnh nhân;33000;97;Cao;TRUE;TRUE;Tối;Nắng nóng;Năng lượng;Đông;cafein_cao;3.79;10/11/2025 12:26;Cold brew, size M, 70% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
2685;Trà trái cây;Trà vải hoa hồng;M;30;70;Lạnh;Pudding trứng;Sữa yến mạch;33000;142;Thấp;FALSE;TRUE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;4.27;10/11/2025 12:26;Trà vải hoa hồng, size M, 30% đường, 70% đá. Phù hợp nắng nóng • Năng lượng.
2686;Cà phê;Cà phê đen đá;M;30;70;Nóng;Hạnh nhân lát;Sữa không lactose;36000;105;Cao;FALSE;TRUE;Trưa;Bình thường;Giải khát;Thu;cafein_cao;4.82;10/11/2025 12:26;Cà phê đen đá, size M, 30% đường, 70% đá. Phù hợp bình thường • Giải khát.
2687;Trà sữa;Trà ô long kem cheese caramen;M;0;70;Nóng;;Sữa đậu nành;43000;234;Thấp;TRUE;TRUE;Trưa;Se lạnh;Thư giãn;Đông;kem_cheese;3.98;10/11/2025 12:26;Trà ô long kem cheese caramen, size M, 0% đường, 70% đá. Phù hợp se lạnh • Thư giãn.
2688;Cà phê;Bạc xỉu;M;100;30;Lạnh;;Sữa yến mạch;33000;108;Cao;TRUE;TRUE;Chiều;Mưa;Năng lượng;Hạ;cafein_cao;4.51;10/11/2025 12:26;Bạc xỉu, size M, 100% đường, 30% đá. Phù hợp mưa • Năng lượng.
2689;Đá xay;Matcha đá xay;M;100;50;Lạnh;;Sữa đậu nành;45000;432;Trung bình;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Xuân;matcha;3.53;10/11/2025 12:26;Matcha đá xay, size M, 100% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2690;Sữa chua;Sữa chua thạch trái cây;M;50;70;Nóng;;Sữa đậu nành;35000;247;Thấp;TRUE;TRUE;Trưa;Bình thường;Giải khát;Xuân;;3.81;10/11/2025 12:26;Sữa chua thạch trái cây, size M, 50% đường, 70% đá. Phù hợp bình thường • Giải khát.
2691;Sữa chua;Sữa chua thạch trái cây;S;70;70;Lạnh;Sương sáo;Sữa đậu nành;33000;307;Thấp;TRUE;TRUE;Chiều;Bình thường;Giải khát;Hạ;;4.31;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 70% đường, 70% đá. Phù hợp bình thường • Giải khát.
2692;Trà sữa;Trà sữa kiwi phô mai;M;30;70;Lạnh;Dừa khô, Trân châu đen;Sữa không lactose;43000;388;Thấp;FALSE;TRUE;Tối;Se lạnh;Giải khát;Thu;trái_cây;4.74;10/11/2025 12:26;Trà sữa kiwi phô mai, size M, 30% đường, 70% đá. Phù hợp se lạnh • Giải khát.
2693;Trà sữa;Trà sữa táo;M;100;70;Nóng;Trân châu sợi, Kem cheese;Sữa yến mạch;49000;456;Thấp;FALSE;FALSE;Tối;Se lạnh;Giải khát;Hạ;trái_cây;3.75;10/11/2025 12:26;Trà sữa táo, size M, 100% đường, 70% đá. Phù hợp se lạnh • Giải khát.
2694;Trà trái cây;Trà vải hoa hồng;S;50;100;Nóng;Dừa khô;Sữa đậu nành;28000;155;Trung bình;TRUE;TRUE;Sáng;Mưa;Giải khát;Thu;trái_cây;4.61;10/11/2025 12:26;Trà vải hoa hồng, size S, 50% đường, 100% đá. Phù hợp mưa • Giải khát.
2695;Soda;Soda dâu;M;0;100;Lạnh;Bánh flan, Trân châu hoàng kim;Sữa tươi;37000;182;Thấp;FALSE;FALSE;Tối;Se lạnh;Thư giãn;Thu;trái_cây;4.27;10/11/2025 12:26;Soda dâu, size M, 0% đường, 100% đá. Phù hợp se lạnh • Thư giãn.
2696;Soda;Soda cam;S;70;0;Lạnh;Thạch nha đam;Không sữa;26000;173;Thấp;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Hạ;trái_cây;4.1;10/11/2025 12:26;Soda cam, size S, 70% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
2697;Trà trái cây;Trà tắc mật ong;S;70;30;Lạnh;Sương sáo;Sữa đậu nành;28000;167;Trung bình;TRUE;TRUE;Sáng;Bình thường;Tập trung;Đông;trái_cây;4.53;10/11/2025 12:26;Trà tắc mật ong, size S, 70% đường, 30% đá. Phù hợp bình thường • Tập trung.
2698;Cà phê;Espresso;M;0;50;Nóng;;Sữa tươi;33000;10;Cao;FALSE;FALSE;Chiều;Nắng nóng;Giải khát;Thu;cafein_cao;4.02;10/11/2025 12:26;Espresso, size M, 0% đường, 50% đá. Phù hợp nắng nóng • Giải khát.
2699;Trà trái cây;Trà vải hoa hồng;S;70;50;Lạnh;Bánh flan;Sữa đậu nành;28000;167;Thấp;FALSE;FALSE;Tối;Mưa;Thư giãn;Thu;trái_cây;4.52;10/11/2025 12:26;Trà vải hoa hồng, size S, 70% đường, 50% đá. Phù hợp mưa • Thư giãn.
2700;Cà phê;Bạc xỉu;M;30;50;Nóng;Thạch phô mai, Hạnh nhân lát;Sữa yến mạch;39000;107;Cao;FALSE;FALSE;Trưa;Se lạnh;Tập trung;Đông;cafein_cao;4.43;10/11/2025 12:26;Bạc xỉu, size M, 30% đường, 50% đá. Phù hợp se lạnh • Tập trung.
2701;Đá xay;Cà phê dừa đá xay;M;50;50;Lạnh;Sương sáo;Sữa đậu nành;48000;413;Thấp;TRUE;TRUE;Trưa;Bình thường;Tập trung;Xuân;;4.66;10/11/2025 12:26;Cà phê dừa đá xay, size M, 50% đường, 50% đá. Phù hợp bình thường • Tập trung.
2702;Cà phê;Cà phê muối;L;30;50;Lạnh;Thạch phô mai, Hạnh nhân lát;Sữa hạnh nhân;44000;107;Cao;FALSE;FALSE;Sáng;Se lạnh;Thư giãn;Đông;cafein_cao;3.4;10/11/2025 12:26;Cà phê muối, size L, 30% đường, 50% đá. Phù hợp se lạnh • Thư giãn.
2703;Soda;Soda việt quất;M;30;0;Lạnh;;Sữa tươi;31000;161;Thấp;FALSE;FALSE;Chiều;Bình thường;Tập trung;Xuân;;3.84;10/11/2025 12:26;Soda việt quất, size M, 30% đường, 0% đá. Phù hợp bình thường • Tập trung.
2704;Trà trái cây;Trà tắc lạnh;M;30;70;Lạnh;Pudding trứng;Sữa đậu nành;33000;142;Trung bình;FALSE;TRUE;Sáng;Bình thường;Giải khát;Hạ;trái_cây;4.51;10/11/2025 12:26;Trà tắc lạnh, size M, 30% đường, 70% đá. Phù hợp bình thường • Giải khát.
